 time                    v(in)                   v(out)                 
 1.4476393500266426e-03  3.2308893771826241e+00  1.9137430888536797e+00 
 1.4496313420186346e-03  3.1121913974507702e+00  1.9162461179927675e+00 
 1.4516233340106266e-03  2.9930058942336899e+00  1.9185074708299528e+00 
 1.4536153260026187e-03  2.8733515378907679e+00  1.9205266767039950e+00 
 1.4556073179946107e-03  2.7532470722270865e+00  1.9223033031175540e+00 
 1.4575993099866028e-03  2.6327113115571139e+00  1.9238369558044797e+00 
 1.4595913019785948e-03  2.5117631377575194e+00  1.9251272787911129e+00 
 1.4615832939705868e-03  2.3904214973093167e+00  1.9261739544515892e+00 
 1.4635752859625789e-03  2.2687053983299053e+00  1.9269767035571383e+00 
 1.4655672779545709e-03  2.1466339075954415e+00  1.9275352853193650e+00 
 1.4675592699465629e-03  2.0242261475541028e+00  1.9278494974275149e+00 
 1.4695512619385550e-03  1.9015012933304618e+00  1.9279191760797083e+00 
 1.4715432539305470e-03  1.7784785697217631e+00  1.9277441960081472e+00 
 1.4735352459225391e-03  1.6551772481864178e+00  1.9273244704982828e+00 
 1.4755272379145311e-03  1.5316166438250516e+00  1.9266599514019476e+00 
 1.4775192299065231e-03  1.4078161123547841e+00  1.9257506291444459e+00 
 1.4795112218985152e-03  1.2837950470773221e+00  1.9245965327256025e+00 
 1.4815032138905072e-03  1.1595728758408304e+00  1.9231977297147684e+00 
 1.4834952058824992e-03  1.0351690579966391e+00  1.9215543262397881e+00 
 1.4854871978744913e-03  9.1060308135099632e-01  1.9196664669699259e+00 
 1.4874791898664833e-03  7.8589445911220590e-01  1.9175343350927576e+00 
 1.4894711818584754e-03  6.6106272683396217e-01  1.9151581522850265e+00 
 1.4914631738504674e-03  5.3612743935509577e-01  1.9125381786774700e+00 
 1.4934551658424594e-03  4.1110816773629844e-01  1.9096747128136289e+00 
 1.4954471578344515e-03  2.8602449619439585e-01  1.9065680916026355e+00 
 1.4974391498264435e-03  1.6089601903438153e-01  1.9032186902659931e+00 
 1.4994311418184355e-03  3.5742337580030321e-02  1.8996269222783559e+00 
 1.5014231338104276e-03 -8.9416942896569582e-02  1.8957932393023178e+00 
 1.5034151258024196e-03 -2.1456221624635216e-01  1.8917181311172191e+00 
 1.5054071177944117e-03 -3.3967387851440856e-01  1.8874021255419822e+00 
 1.5073991097864037e-03 -4.6473233101095657e-01  1.8828457883519907e+00 
 1.5093911017783957e-03 -5.8971798338155546e-01  1.8780497231900246e+00 
 1.5113830937703878e-03 -7.1461125667587422e-01  1.8730145714712616e+00 
 1.5133750857623798e-03 -8.3939258641467218e-01  1.8677410122823634e+00 
 1.5153670777543718e-03 -9.6404242565465548e-01  1.8622297622746631e+00 
 1.5173590697463639e-03 -1.0885412480505154e+00  1.8564815755514672e+00 
 1.5193510617383559e-03 -1.2128695509135625e+00  1.8504972435494915e+00 
 1.5213430537303479e-03 -1.3370078582670095e+00  1.8442775949144512e+00 
 1.5233350457223400e-03 -1.4609367238967157e+00  1.8378234953708217e+00 
 1.5253270377143320e-03 -1.5846367343975531e+00  1.8311358475857926e+00 
 1.5273190297063241e-03 -1.7080885122144351e+00  1.8242155910274360e+00 
 1.5293110216983161e-03 -1.8312727186778224e+00  1.8170637018171083e+00 
 1.5313030136903081e-03 -1.9541700570331169e+00  1.8096811925761143e+00 
 1.5332950056823002e-03 -2.0767612754635070e+00  1.8020691122666526e+00 
 1.5352869976742922e-03 -2.1990271701056878e+00  1.7942285460270697e+00 
 1.5372789896662842e-03 -2.3209485880582417e+00  1.7861606150014482e+00 
 1.5392709816582763e-03 -2.4425064303818824e+00  1.7778664761635541e+00 
 1.5412629736502683e-03 -2.5636816550912234e+00  1.7693473221351734e+00 
 1.5432549656422604e-03 -2.6844552801378736e+00  1.7606043809988667e+00 
 1.5452469576342524e-03 -2.8048083863838076e+00  1.7516389161051662e+00 
 1.5472389496262444e-03 -2.9247221205650620e+00  1.7424522258742523e+00 
 1.5492309416182365e-03 -3.0441776982451749e+00  1.7330456435921355e+00 
 1.5512229336102285e-03 -3.1631564067577109e+00  1.7234205372013778e+00 
 1.5532149256022205e-03 -3.2816396081375387e+00  1.7135783090863865e+00 
 1.5552069175942126e-03 -3.3996087420405625e+00  1.7035203958533121e+00 
 1.5571989095862046e-03 -3.5170453286511276e+00  1.6932482681045880e+00 
 1.5591909015781967e-03 -3.6339309715768895e+00  1.6827634302081447e+00 
 1.5611828935701887e-03 -3.7502473607306195e+00  1.6720674200613341e+00 
 1.5631748855621807e-03 -3.8659762751984057e+00  1.6611618088496070e+00 
 1.5651668775541728e-03 -3.9810995860940492e+00  1.6500482007999706e+00 
 1.5671588695461648e-03 -4.0955992593988819e+00  1.6387282329292747e+00 
 1.5691508615381568e-03 -4.2094573587868060e+00  1.6272035747873608e+00 
 1.5711428535301489e-03 -4.3226560484340091e+00  1.6154759281951170e+00 
 1.5731348455221409e-03 -4.4351775958129549e+00  1.6035470269774779e+00 
 1.5751268375141330e-03 -4.5470043744701165e+00  1.5914186366914105e+00 
 1.5771188295061250e-03 -4.6581188667872411e+00  1.5790925543489323e+00 
 1.5791108214981170e-03 -4.7685036667254375e+00  1.5665706081352022e+00 
 1.5811028134901091e-03 -4.8781414825517562e+00  1.5538546571217278e+00 
 1.5830948054821011e-03 -4.9870151395480953e+00  1.5409465909747362e+00 
 1.5850867974740931e-03 -5.0951075827014636e+00  1.5278483296587522e+00 
 1.5870787894660852e-03 -5.2024018793756657e+00  1.5145618231354323e+00 
 1.5890707814580772e-03 -5.3088812219638619e+00  1.5010890510577002e+00 
 1.5910627734500693e-03 -5.4145289305214312e+00  1.4874320224592303e+00 
 1.5930547654420613e-03 -5.5193284553788367e+00  1.4735927754393310e+00 
 1.5950467574340533e-03 -5.6232633797342038e+00  1.4595733768432768e+00 
 1.5970387494260454e-03 -5.7263174222249527e+00  1.4453759219381355e+00 
 1.5990307414180374e-03 -5.8284744394782804e+00  1.4310025340841450e+00 
 1.6010227334100294e-03 -5.9297184286400295e+00  1.4164553644016920e+00 
 1.6030147254020215e-03 -6.0300335298814680e+00  1.4017365914339392e+00 
 1.6050067173940135e-03 -6.1294040288838127e+00  1.3868484208051615e+00 
 1.6069987093860056e-03 -6.2278143592998134e+00  1.3717930848748374e+00 
 1.6089907013779976e-03 -6.3252491051922277e+00  1.3565728423875549e+00 
 1.6109826933699896e-03 -6.4216930034487252e+00  1.3411899781187853e+00 
 1.6129746853619817e-03 -6.5171309461728537e+00  1.3256468025165777e+00 
 1.6149666773539737e-03 -6.6115479830506381e+00  1.3099456513392369e+00 
 1.6169586693459657e-03 -6.7049293236926211e+00  1.2940888852890322e+00 
 1.6189506613379578e-03 -6.7972603399507223e+00  1.2780788896420041e+00 
 1.6209426533299498e-03 -6.8885265682097065e+00  1.2619180738739186e+00 
 1.6229346453219419e-03 -6.9787137116529561e+00  1.2456088712824338e+00 
 1.6249266373139339e-03 -7.0678076425020784e+00  1.2291537386055345e+00 
 1.6269186293059259e-03 -7.1557944042299058e+00  1.2125551556362970e+00 
 1.6289106212979180e-03 -7.2426602137468974e+00  1.1958156248340404e+00 
 1.6309026132899100e-03 -7.3283914635602123e+00  1.1789376709319306e+00 
 1.6328946052819020e-03 -7.4129747239052746e+00  1.1619238405410961e+00 
 1.6348865972738941e-03 -7.4963967448496192e+00  1.1447767017513146e+00 
 1.6368785892658861e-03 -7.5786444583684371e+00  1.1274988437283375e+00 
 1.6388705812578782e-03 -7.6597049803916857e+00  1.1100928763079150e+00 
 1.6408625732498702e-03 -7.7395656128223891e+00  1.0925614295865811e+00 
 1.6428545652418622e-03 -7.8182138455257384e+00  1.0749071535092674e+00 
 1.6448465572338543e-03 -7.8956373582888766e+00  1.0571327174538083e+00 
 1.6468385492258463e-03 -7.9718240227507975e+00  1.0392408098124031e+00 
 1.6488305412178383e-03 -8.0467619043022705e+00  1.0212341375700977e+00 
 1.6508225332098304e-03 -8.1204392639553831e+00  1.0031154258803587e+00 
 1.6528145252018224e-03 -8.1928445601824649e+00  9.8488741763779886e-01 
 1.6548065171938145e-03 -8.2639664507240234e+00  9.6655287304812487e-01 
 1.6567985091858065e-03 -8.3337937943655565e+00  9.4811456919537607e-01 
 1.6587905011777985e-03 -8.4023156526827982e+00  9.2957529960651641e-01 
 1.6607824931697906e-03 -8.4695212917551839e+00  9.1093787381345503e-01 
 1.6627744851617826e-03 -8.5354001838473668e+00  8.9220511691255755e-01 
 1.6647664771537746e-03 -8.5999420090583847e+00  8.7337986912172183e-01 
 1.6667584691457667e-03 -8.6631366569381942e+00  8.5446498533508441e-01 
 1.6687504611377587e-03 -8.7249742280715612e+00  8.3546333467542988e-01 
 1.6707424531297508e-03 -8.7854450356287259e+00  8.1637780004437122e-01 
 1.6727344451217428e-03 -8.8445396068828970e+00  7.9721127767037225e-01 
 1.6747264371137348e-03 -8.9022486846941167e+00  7.7796667665468433e-01 
 1.6767184291057269e-03 -8.9585632289594042e+00  7.5864691851526589e-01 
 1.6787104210977189e-03 -9.0134744180288688e+00  7.3925493672875875e-01 
 1.6807024130897109e-03 -9.0669736500876397e+00  7.1979367627059065e-01 
 1.6826944050817030e-03 -9.1190525445032975e+00  7.0026609315327881e-01 
 1.6846863970736950e-03 -9.1697029431387485e+00  6.8067515396300426e-01 
 1.6866783890656871e-03 -9.2189169116301546e+00  6.6102383539453025e-01 
 1.6886703810576791e-03 -9.2666867406298650e+00  6.4131512378453859e-01 
 1.6906623730496711e-03 -9.3130049470140790e+00  6.2155201464345611e-01 
 1.6926543650416632e-03 -9.3578642750550802e+00  6.0173751218584492e-01 
 1.6946463570336552e-03 -9.4012576975578117e+00  5.8187462885942887e-01 
 1.6966383490256472e-03 -9.4431784169607358e+00  5.6196638487283290e-01 
 1.6986303410176393e-03 -9.4836198664006339e+00  5.4201580772210578e-01 
 1.7006223330096313e-03 -9.5225757107412967e+00  5.2202593171610268e-01 
 1.7026143250016234e-03 -9.5600398475659460e+00  5.0199979750080115e-01 
 1.7046063169936154e-03 -9.5960064081331797e+00  4.8194045158262461e-01 
 1.7065983089856074e-03 -9.6304697582962593e+00  4.6185094585084946e-01 
 1.7085903009775995e-03 -9.6634244993857585e+00  4.4173433709916904e-01 
 1.7105822929695915e-03 -9.6948654690552090e+00  4.2159368654649026e-01 
 1.7125742849615835e-03 -9.7247877420898217e+00  4.0143205935703768e-01 
 1.7145662769535756e-03 -9.7531866311780000e+00  3.8125252415983990e-01 
 1.7165582689455676e-03 -9.7800576876456056e+00  3.6105815256767454e-01 
 1.7185502609375596e-03 -9.8053967021528390e+00  3.4085201869554621e-01 
 1.7205422529295517e-03 -9.8291997053536448e+00  3.2063719867877316e-01 
 1.7225342449215437e-03 -9.8514629685174864e+00  3.0041677019075830e-01 
 1.7245262369135358e-03 -9.8721830041134737e+00  2.8019381196051985e-01 
 1.7265182289055278e-03 -9.8913565663566647e+00  2.5997140329005736e-01 
 1.7285102208975198e-03 -9.9089806517165222e+00  2.3975262357162888e-01 
 1.7305022128895119e-03 -9.9250524993874265e+00  2.1954055180501417e-01 
 1.7324942048815039e-03 -9.9395695917211384e+00  1.9933826611484082e-01 
 1.7344861968734959e-03 -9.9525296546211912e+00  1.7914884326804748e-01 
 1.7364781888654880e-03 -9.9639306578991320e+00  1.5897535819156097e-01 
 1.7384701808574800e-03 -9.9737708155925571e+00  1.3882088349026206e-01 
 1.7404621728494721e-03 -9.9820485862448578e+00  1.1868848896531568e-01 
 1.7424541648414641e-03 -9.9887626731467130e+00  9.8581241132940992e-02 
 1.7444461568334561e-03 -9.9939120245392097e+00  7.8502202743697042e-02 
 1.7464381488254482e-03 -9.9974958337785989e+00  5.8454432302358680e-02 
 1.7484301408174402e-03 -9.9995135394626562e+00  3.8440983588458377e-02 
 1.7504221328094322e-03 -9.9999648255186280e+00  1.8464905177568935e-02 
 1.7524141248014243e-03 -9.9988496212527380e+00 -1.4707600365979881e-03 
 1.7544061167934163e-03 -9.9961681013612758e+00 -2.1362975319202511e-02 
 1.7563981087854084e-03 -9.9919206859032101e+00 -4.1208710570321723e-02 
 1.7583901007774004e-03 -9.9861080402344040e+00 -6.1004942799954873e-02 
 1.7603820927693924e-03 -9.9787310749033757e+00 -8.0748656601914090e-02 
 1.7623740847613845e-03 -9.9697909455086755e+00 -1.0043684462652643e-01 
 1.7643660767533765e-03 -9.9592890525178408e+00 -1.2006650805207322e-01 
 1.7663580687453685e-03 -9.9472270410480341e+00 -1.3963465705489275e-01 
 1.7683500607373606e-03 -9.9336068006083273e+00 -1.5913831127807282e-01 
 1.7703420527293526e-03 -9.9184304648037021e+00 -1.7857450029865959e-01 
 1.7723340447213447e-03 -9.9017004110008386e+00 -1.9794026409330984e-01 
 1.7743260367133367e-03 -9.8834192599556960e+00 -2.1723265350231305e-01 
 1.7763180287053287e-03 -9.8635898754029618e+00 -2.3644873069191133e-01 
 1.7783100206973208e-03 -9.8422153636074601e+00 -2.5558556961484447e-01 
 1.7803020126893128e-03 -9.8192990728775591e+00 -2.7464025646904783e-01 
 1.7822940046813048e-03 -9.7948445930406489e+00 -2.9360989015443162e-01 
 1.7842859966732969e-03 -9.7688557548808017e+00 -3.1249158272766914e-01 
 1.7862779886652889e-03 -9.7413366295386830e+00 -3.3128245985492427e-01 
 1.7882699806572810e-03 -9.7122915278738020e+00 -3.4997966126244556e-01 
 1.7902619726492730e-03 -9.6817249997892390e+00 -3.6858034118495775e-01 
 1.7922539646412650e-03 -9.6496418335188743e+00 -3.8708166881177958e-01 
 1.7942459566332571e-03 -9.6160470548773276e+00 -4.0548082873059810e-01 
 1.7962379486252491e-03 -9.5809459264726744e+00 -4.2377502136883083e-01 
 1.7982299406172411e-03 -9.5443439468820497e+00 -4.4196146343250525e-01 
 1.8002219326092332e-03 -9.5062468497902906e+00 -4.6003738834258823e-01 
 1.8022139246012252e-03 -9.4666606030917908e+00 -4.7800004666869600e-01 
 1.8042059165932173e-03 -9.4255914079555918e+00 -4.9584670656011703e-01 
 1.8061979085852093e-03 -9.3830456978539836e+00 -5.1357465417408132e-01 
 1.8081899005772013e-03 -9.3390301375547420e+00 -5.3118119410120646e-01 
 1.8101818925691934e-03 -9.2935516220770236e+00 -5.4866364978805726e-01 
 1.8121738845611854e-03 -9.2466172756113192e+00 -5.6601936395674990e-01 
 1.8141658765531774e-03 -9.1982344504034561e+00 -5.8324569902153622e-01 
 1.8161578685451695e-03 -9.1484107256028206e+00 -6.0034003750230225e-01 
 1.8181498605371615e-03 -9.0971539060751532e+00 -6.1729978243491723e-01 
 1.8201418525291536e-03 -9.0444720211798568e+00 -6.3412235777836734e-01 
 1.8221338445211456e-03 -8.9903733235122463e+00 -6.5080520881861270e-01 
 1.8241258365131376e-03 -8.9348662876107614e+00 -6.6734580256910025e-01 
 1.8261178285051297e-03 -8.8779596086294390e+00 -6.8374162816787509e-01 
 1.8281098204971217e-03 -8.8196622009758148e+00 -6.9999019727122413e-01 
 1.8301018124891137e-03 -8.7599831969145168e+00 -7.1608904444379129e-01 
 1.8320938044811058e-03 -8.6989319451366480e+00 -7.3203572754510471e-01 
 1.8340857964730978e-03 -8.6365180092953509e+00 -7.4782782811245296e-01 
 1.8360777884650899e-03 -8.5727511665076630e+00 -7.6346295174005163e-01 
 1.8380697804570819e-03 -8.5076414058229251e+00 -7.7893872845444156e-01 
 1.8400617724490739e-03 -8.4411989266580036e+00 -7.9425281308605900e-01 
 1.8420537644410660e-03 -8.3734341371995864e+00 -8.0940288563691909e-01 
 1.8440457564330580e-03 -8.3043576527736835e+00 -8.2438665164435532e-01 
 1.8460377484250500e-03 -8.2339802941827820e+00 -8.3920184254075947e-01 
 1.8480297404170421e-03 -8.1623130860107871e+00 -8.5384621600926358e-01 
 1.8500217324090341e-03 -8.0893672548959827e+00 -8.6831755633530916e-01 
 1.8520137244010262e-03 -8.0151542277724062e+00 -8.8261367475404950e-01 
 1.8540057163930182e-03 -7.9396856300798246e+00 -8.9673240979352764e-01 
 1.8559977083850102e-03 -7.8629732839425994e+00 -9.1067162761358056e-01 
 1.8579897003770023e-03 -7.7850292063177999e+00 -9.2442922234041280e-01 
 1.8599816923689943e-03 -7.7058656071126874e+00 -9.3800311639678957e-01 
 1.8619736843609863e-03 -7.6254948872720831e+00 -9.5139126082779535e-01 
 1.8639656763529784e-03 -7.5439296368357489e+00 -9.6459163562210970e-01 
 1.8659576683449704e-03 -7.4611826329661701e+00 -9.7760225002874690e-01 
 1.8679496603369625e-03 -7.3772668379470012e+00 -9.9042114286921301e-01 
 1.8699416523289545e-03 -7.2921953971525779e+00 -1.0030463828450280e+00 
 1.8719336443209465e-03 -7.2059816369886311e+00 -1.0154760688405673e+00 
 1.8739256363129386e-03 -7.1186390628047560e+00 -1.0277083302211762e+00 
 1.8759176283049306e-03 -7.0301813567787939e+00 -1.0397413271265068e+00 
 1.8779096202969226e-03 -6.9406223757735228e+00 -1.0515732507590330e+00 
 1.8799016122889147e-03 -6.8499761491659772e+00 -1.0632023236677022e+00 
 1.8818936042809067e-03 -6.7582568766497975e+00 -1.0746268000266728e+00 
 1.8838855962728988e-03 -6.6654789260107812e+00 -1.0858449659090972e+00 
 1.8858775882648908e-03 -6.5716568308762122e+00 -1.0968551395559094e+00 
 1.8878695802568828e-03 -6.4768052884382152e+00 -1.1076556716395720e+00 
 1.8898615722488749e-03 -6.3809391571513636e+00 -1.1182449455227410e+00 
 1.8918535642408669e-03 -6.2840734544051680e+00 -1.1286213775118099e+00 
 1.8938455562328589e-03 -6.1862233541715863e+00 -1.1387834171052937e+00 
 1.8958375482248510e-03 -6.0874041846280234e+00 -1.1487295472370109e+00 
 1.8978295402168430e-03 -5.9876314257562271e+00 -1.1584582845140283e+00 
 1.8998215322088351e-03 -5.8869207069172749e+00 -1.1679681794493304e+00 
 1.9018135242008271e-03 -5.7852878044032954e+00 -1.1772578166891770e+00 
 1.9038055161928191e-03 -5.6827486389661068e+00 -1.1863258152351113e+00 
 1.9057975081848112e-03 -5.5793192733232342e+00 -1.1951708286605889e+00 
 1.9077895001768032e-03 -5.4750159096416828e+00 -1.2037915453221881e+00 
 1.9097814921687952e-03 -5.3698548869999287e+00 -1.2121866885653720e+00 
 1.9117734841607873e-03 -5.2638526788283189e+00 -1.2203550169247686e+00 
 1.9137654761527793e-03 -5.1570258903285850e+00 -1.2282953243189367e+00 
 1.9157574681447713e-03 -5.0493912558726164e+00 -1.2360064402395923e+00 
 1.9177494601367634e-03 -4.9409656363810388e+00 -1.2434872299352566e+00 
 1.9197414521287554e-03 -4.8317660166819367e+00 -1.2507365945893065e+00 
 1.9217334441207475e-03 -4.7218095028502534e+00 -1.2577534714923935e+00 
 1.9237254361127395e-03 -4.6111133195280170e+00 -1.2645368342092040e+00 
 1.9257174281047315e-03 -4.4996948072262377e+00 -1.2710856927395413e+00 
 1.9277094200967236e-03 -4.3875714196084123e+00 -1.2773990936736952e+00 
 1.9297014120887156e-03 -4.2747607207564782e+00 -1.2834761203420813e+00 
 1.9316934040807076e-03 -4.1612803824193882e+00 -1.2893158929591237e+00 
 1.9336853960726997e-03 -4.0471481812448449e+00 -1.2949175687613603e+00 
 1.9356773880646917e-03 -3.9323819959945738e+00 -1.3002803421397460e+00 
 1.9376693800566838e-03 -3.8169998047436926e+00 -1.3054034447661365e+00 
 1.9396613720486758e-03 -3.7010196820643513e+00 -1.3102861457139314e+00 
 1.9416533640406678e-03 -3.5844597961944276e+00 -1.3149277515728586e+00 
 1.9436453560326599e-03 -3.4673384061914585e+00 -1.3193276065578781e+00 
 1.9456373480246519e-03 -3.3496738590723716e+00 -1.3234850926121962e+00 
 1.9476293400166439e-03 -3.2314845869394131e+00 -1.3273996295043646e+00 
 1.9496213320086360e-03 -3.1127891040928333e+00 -1.3310706749194554e+00 
 1.9516133240006280e-03 -2.9936060041305312e+00 -1.3344977245442962e+00 
 1.9536053159926198e-03 -2.8739539570354387e+00 -1.3376803121467515e+00 
 1.9555973079846117e-03 -2.7538517062508787e+00 -1.3406180096490377e+00 
 1.9575892999766035e-03 -2.6333180657443434e+00 -1.3433104271950598e+00 
 1.9595812919685953e-03 -2.5123719170604124e+00 -1.3457572132117630e+00 
 1.9615732839605871e-03 -2.3910322063628491e+00 -1.3479580544644845e+00 
 1.9635652759525789e-03 -2.2693179414667415e+00 -1.3499126761062996e+00 
 1.9655572679445708e-03 -2.1472481888609893e+00 -1.3516208417213527e+00 
 1.9675492599365626e-03 -2.0248420707214407e+00 -1.3530823533621701e+00 
 1.9695412519285544e-03 -1.9021187619154651e+00 -1.3542970515809445e+00 
 1.9715332439205462e-03 -1.7790974869982701e+00 -1.3552648154547875e+00 
 1.9735252359125380e-03 -1.6557975172012602e+00 -1.3559855626049473e+00 
 1.9755172279045299e-03 -1.5322381674133467e+00 -1.3564592492099887e+00 
 1.9775092198965217e-03 -1.4084387931551388e+00 -1.3566858700129312e+00 
 1.9795012118885135e-03 -1.2844187875470481e+00 -1.3566654583223465e+00 
 1.9814932038805053e-03 -1.1601975782712259e+00 -1.3563980860074136e+00 
 1.9834851958724972e-03 -1.0357946245283640e+00 -1.3558838634869321e+00 
 1.9854771878644890e-03 -9.1122941398927892e-01 -1.3551229397122999e+00 
 1.9874691798564808e-03 -7.8652145974231735e-01 -1.3541155021444480e+00 
 1.9894611718484726e-03 -6.6169029723649708e-01 -1.3528617767247477e+00 
 1.9914531638404644e-03 -5.3675548122143002e-01 -1.3513620278398872e+00 
 1.9934451558324563e-03 -4.1173658268395313e-01 -1.3496165582807245e+00 
 1.9954371478244481e-03 -2.8665318578239596e-01 -1.3476257091951249e+00 
 1.9974291398164399e-03 -1.6152488477878291e-01 -1.3453898600347898e+00 
 1.9987145699082200e-03 -8.0765076584353598e-02 -1.3438171896061086e+00 
 2.0000000000000000e-03 -4.8985871965894130e-15 -1.3421427916434046e+00 
